"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24830","EndToEnd User Flow & Common Assertions","chromium","Sun Jun 01 14:30:52 IST 2025","passed","Sun Jun 01 14:31:16 IST 2025","","Test.spec.js","",""
